epsilon_CO2, CO2-ethanol, total obj
[200.0, nan, nan]
[210.0, nan, nan]
[190.0, nan, nan]
[205.0, nan, nan]
[205.0, nan, nan]
[195.0, nan, nan]
[202.5, nan, nan]
[202.5, nan, nan]
[197.5, nan, nan]
[201.25, nan, nan]
[201.25, nan, nan]
[200.0, nan, nan]
[210.0, nan, nan]
[190.0, nan, nan]
[205.0, nan, nan]
[205.0, nan, nan]
