epsilon, H2O-ethane, total obj
[266.4072322845459, 272551363.1982358, 272551363.1982358]
[266.4072513580322, 272551364.05753964, 272551364.05753964]
[266.4072370529175, 272551362.8447926, 272551362.8447926]
[266.40724658966064, 272551363.2095964, 272551363.2095964]
[266.40723943710327, 272551360.66044366, 272551360.66044366]
[266.4072370529175, 272551362.8447926, 272551362.8447926]
[266.40724062919617, 272551364.79565114, 272551364.79565114]
[266.40724062919617, 272551364.79565114, 272551364.79565114]
[266.4072382450104, 272551362.9013703, 272551362.9013703]
[266.4072388410568, 272551363.49875975, 272551363.49875975]
[266.4072400331497, 272551361.0080004, 272551361.0080004]
[266.4072388410568, 272551363.49875975, 272551363.49875975]
[266.4072397351265, 272551361.8518502, 272551361.8518502]
[266.4072397351265, 272551361.8518502, 272551361.8518502]
[266.40723913908005, 272551364.8271665, 272551364.8271665]
[266.4072395861149, 272551363.216409, 272551363.216409]
[266.4072395861149, 272551363.216409, 272551363.216409]
[266.40723928809166, 272551363.9743509, 272551363.9743509]
[266.4072395116091, 272551363.4156046, 272551363.4156046]
[266.4072395116091, 272551363.4156046, 272551363.4156046]
[266.40723936259747, 272551361.14423364, 272551361.14423364]
[266.40723939985037, 272551362.40713656, 272551362.40713656]
[266.4072394743562, 272551362.3444, 272551362.3444]
[266.40723939985037, 272551362.40713656, 272551362.40713656]
[266.4072394557297, 272551364.06379646, 272551364.06379646]
[266.4072394557297, 272551364.06379646, 272551364.06379646]
[266.4072394184768, 272551364.79659224, 272551364.79659224]
[266.4072394464165, 272551365.0122341, 272551365.0122341]
[266.4072394464165, 272551365.0122341, 272551365.0122341]
[266.40723942779005, 272551361.2284273, 272551361.2284273]
[266.40723943244666, 272551360.9344338, 272551360.9344338]
[266.4072394417599, 272551362.97400117, 272551362.97400117]
[266.40723943477497, 272551362.26176274, 272551362.26176274]
[266.40723943477497, 272551362.26176274, 272551362.26176274]
[266.4072394394316, 272551361.2360322, 272551361.2360322]
[266.4072394382674, 272551361.85921353, 272551361.85921353]
[266.4072394359391, 272551363.934014, 272551363.934014]
[266.4072394382674, 272551361.85921353, 272551361.85921353]
[266.40723943768535, 272551363.8773791, 272551363.8773791]
[266.4072394365212, 272551362.15820056, 272551362.15820056]
[266.40723943768535, 272551363.8773791, 272551363.8773791]
[266.40723943681223, 272551360.05681926, 272551360.05681926]
[266.4072394365212, 272551362.15820056, 272551362.15820056]
[266.40723943695775, 272551366.71734023, 272551366.71734023]
[266.40723943695775, 272551366.71734023, 272551366.71734023]
[266.4072394366667, 272551365.44261456, 272551365.44261456]
[266.4072394367395, 272551363.75972664, 272551363.75972664]
[266.407239436885, 272551360.5443638, 272551360.5443638]
[266.4072394368486, 272551365.00432575, 272551365.00432575]
[266.40723943677585, 272551362.20925146, 272551362.20925146]
[266.4072394368486, 272551365.00432575, 272551365.00432575]
[266.40723943679404, 272551364.59402883, 272551364.59402883]
[266.40723943679404, 272551364.59402883, 272551364.59402883]
[266.4072394368304, 272551363.60443103, 272551363.60443103]
[266.4072394368213, 272551363.53655314, 272551363.53655314]
[266.40723943680314, 272551365.3284267, 272551365.3284267]
[266.4072394368168, 272551364.8463504, 272551364.8463504]
[266.4072394368168, 272551364.8463504, 272551364.8463504]
[266.4072394368077, 272551366.7101673, 272551366.7101673]
[266.4072394368145, 272551361.7562888, 272551361.7562888]
[266.40723943680996, 272551361.84925383, 272551361.84925383]
[266.40723943681337, 272551363.389232, 272551363.389232]
[266.40723943681337, 272551363.389232, 272551363.389232]
[266.4072394368111, 272551362.3565286, 272551362.3565286]
[266.40723943681166, 272551362.2367312, 272551362.2367312]
[266.4072394368128, 272551362.6756703, 272551362.6756703]
[266.40723943681195, 272551361.14528894, 272551361.14528894]
[266.4072394368125, 272551362.7424116, 272551362.7424116]
[266.4072394368121, 272551362.3536413, 272551362.3536413]
[266.4072394368121, 272551362.3536413, 272551362.3536413]
[266.40723943681235, 272551363.0621238, 272551363.0621238]
[266.4072394368122, 272551364.4588054, 272551364.4588054]
[266.4072394368122, 272551364.4588054, 272551364.4588054]
[266.4072394368123, 272551363.2746728, 272551363.2746728]
[266.40723943681223, 272551360.05681926, 272551360.05681926]
[266.33378194911194, 272551497.39657, 272551497.39657]
[279.65047104656753, 274874137.69879776, 274874137.69879776]
[253.01709285165634, 279013467.598769, 279013467.598769]
[272.99212649783976, 273262500.892599, 273262500.892599]
[259.6754374003841, 273779087.17042446, 273779087.17042446]
[269.6629542234758, 272746133.1605862, 272746133.1605862]
[263.00460967474805, 272826279.6764924, 272826279.6764924]
[267.9983680862939, 272600559.73265606, 272600559.73265606]
[264.66919581192997, 272618847.88636637, 272618847.88636637]
[267.16607501770295, 272562801.4145443, 272562801.4145443]
[265.5014888805209, 272569234.79179394, 272569234.79179394]
[266.7499284834074, 272553685.5329212, 272553685.5329212]
[265.91763541481646, 272556563.93619066, 272556563.93619066]
[266.5418552162597, 272551703.5537738, 272551703.5537738]
[266.12570868196417, 272553099.9326033, 272553099.9326033]
[266.43781858268585, 272551374.5779009, 272551374.5779009]
[266.54185521625976, 272551702.6210666, 272551702.6210666]
[266.38580026589887, 272551378.1564731, 272551378.1564731]
[266.48983689947283, 272551483.86461943, 272551483.86461943]
[266.41180942429236, 272551361.29829407, 272551361.29829407]
[266.38580026589887, 272551378.1564731, 272551378.1564731]
[266.42481400348913, 272551364.354354, 272551364.354354]
[266.3988048450956, 272551366.96340144, 272551366.96340144]
[266.4183117138907, 272551364.0026051, 272551364.0026051]
[266.405307134694, 272551363.3263006, 272551363.3263006]
[266.40855827949315, 272551365.5440194, 272551365.5440194]
[266.41506056909157, 272551363.55666745, 272551363.55666745]
[266.40855827949315, 272551365.5440194, 272551365.5440194]
[266.413434996692, 272551363.55130637, 272551363.55130637]
[266.4101838518927, 272551362.2235204, 272551362.2235204]
[266.4109966380925, 272551362.64549154, 272551362.64549154]
[266.41262221049215, 272551362.89448524, 272551362.89448524]
[266.41099663809257, 272551365.3630759, 272551365.3630759]
[266.4122158173923, 272551363.2540778, 272551363.2540778]
[266.4122158173923, 272551363.2540778, 272551363.2540778]
[266.41140303119244, 272551362.55692947, 272551362.55692947]
[266.41160622774237, 272551362.98479027, 272551362.98479027]
[266.41201262084235, 272551365.68798256, 272551365.68798256]
[266.41160622774237, 272551362.98479027, 272551362.98479027]
[266.41170782601733, 272551361.99273485, 272551361.99273485]
[266.4119110225674, 272551363.1130624, 272551363.1130624]
[266.41175862515485, 272551363.65785706, 272551363.65785706]
[266.41175862515485, 272551363.65785706, 272551363.65785706]
[266.41186022342987, 272551363.17079794, 272551363.17079794]
[266.4118348238611, 272551361.7245581, 272551361.7245581]
[266.4117840247236, 272551364.7305281, 272551364.7305281]
[266.4118221240767, 272551363.0819777, 272551363.0819777]
[266.4118221240767, 272551363.0819777, 272551363.0819777]
[266.411796724508, 272551360.27681994, 272551360.27681994]
[266.4117840247236, 272551364.7305281, 272551364.7305281]
[266.41178402472366, 272551361.3135591, 272551361.3135591]
[266.41180307440015, 272551363.1882946, 272551363.1882946]
[266.41180307440015, 272551363.1882946, 272551363.1882946]
[266.41179037461586, 272551363.2015514, 272551363.2015514]
[266.4117998994541, 272551364.36831754, 272551364.36831754]
[266.4117998994541, 272551364.36831754, 272551364.36831754]
[266.41179354956193, 272551360.1708568, 272551360.1708568]
[266.41179037461586, 272551363.2015514, 272551363.2015514]
[266.41179037461586, 272551363.2015514, 272551363.2015514]
[266.41179513703497, 272551363.90080464, 272551363.90080464]
[266.41179513703497, 272551363.90080464, 272551363.90080464]
[266.4117919620889, 272551361.62001544, 272551361.62001544]
[266.41179275582545, 272551363.3124583, 272551363.3124583]
[266.4117943432984, 272551364.8978777, 272551364.8978777]
[266.41179275582545, 272551363.3124583, 272551363.3124583]
[266.4117931526937, 272551363.9076343, 272551363.9076343]
[266.4117939464302, 272551361.85241395, 272551361.85241395]
[266.4117931526937, 272551363.9076343, 272551363.9076343]
[266.41179374799606, 272551361.87914634, 272551361.87914634]
[266.41179374799606, 272551361.87914634, 272551361.87914634]
[266.4117933511278, 272551362.20909816, 272551362.20909816]
[266.411793648779, 272551363.45099866, 272551363.45099866]
[266.411793648779, 272551363.45099866, 272551363.45099866]
[266.4117934503449, 272551361.8506857, 272551361.8506857]
[266.41179349995343, 272551365.14034045, 272551365.14034045]
[266.41179359917044, 272551361.88588643, 272551361.88588643]
[266.41179349995343, 272551365.14034045, 272551365.14034045]
[266.4117935743662, 272551361.9996469, 272551361.9996469]
[266.4117935743662, 272551361.9996469, 272551361.9996469]
[266.4117935247577, 272551364.47494215, 272551364.47494215]
[266.41179356196403, 272551362.3414806, 272551362.3414806]
[266.41179356196403, 272551362.3414806, 272551362.3414806]
[266.41179353715984, 272551362.87648034, 272551362.87648034]
[266.411793555763, 272551362.6086011, 272551362.6086011]
[266.411793555763, 272551362.6086011, 272551362.6086011]
[266.4117935433609, 272551363.2524444, 272551363.2524444]
[266.41179355266246, 272551362.0086109, 272551362.0086109]
[266.4117935464614, 272551361.82642555, 272551361.82642555]
[266.4117935480117, 272551362.72539634, 272551362.72539634]
[266.41179355111217, 272551363.83285856, 272551363.83285856]
[266.4117935480117, 272551362.72539634, 272551362.72539634]
[266.4117935487868, 272551359.86083275, 272551359.86083275]
[266.4117935480117, 272551362.72539634, 272551362.72539634]
[266.4117935491744, 272551364.0993901, 272551364.0993901]
[266.4117935491744, 272551364.0993901, 272551364.0993901]
[266.41179354839926, 272551362.6605732, 272551362.6605732]
[266.41179354859304, 272551363.41628855, 272551363.41628855]
[266.4117935489806, 272551363.6140236, 272551363.6140236]
[266.41179354859304, 272551363.41628855, 272551363.41628855]
[266.41179354868996, 272551366.0962075, 272551366.0962075]
[266.4117935488837, 272551362.3077475, 272551362.3077475]
[266.41179354868996, 272551366.0962075, 272551366.0962075]
[266.41179354883525, 272551360.9471523, 272551360.9471523]
[266.4117935487384, 272551363.4007791, 272551363.4007791]
[266.41179354881103, 272551363.38306206, 272551363.38306206]
[266.41179354881103, 272551363.38306206, 272551363.38306206]
[266.4117935487626, 272551362.0593392, 272551362.0593392]
[266.4117935487747, 272551361.0045356, 272551361.0045356]
[266.4117935487989, 272551364.0636147, 272551364.0636147]
[266.4117935487808, 272551363.3362411, 272551363.3362411]
[266.4117935487808, 272551363.3362411, 272551363.3362411]
[266.41179354879284, 272551361.57860476, 272551361.57860476]
[266.41179354878983, 272551362.277619, 272551362.277619]
[266.4117935487838, 272551362.5077777, 272551362.5077777]
[266.41179354878983, 272551362.277619, 272551362.277619]
[266.4117935487883, 272551362.88424367, 272551362.88424367]
[266.41179354878534, 272551363.1454503, 272551363.1454503]
[266.4117935487883, 272551362.88424367, 272551362.88424367]
[266.41179354878756, 272551363.0057637, 272551363.0057637]
[266.4117935487861, 272551364.88461655, 272551364.88461655]
[266.41179354878756, 272551363.0057637, 272551363.0057637]
[266.41179354878716, 272551365.1208716, 272551365.1208716]
[266.4117935487865, 272551361.72255236, 272551361.72255236]
[266.41179354878716, 272551365.1208716, 272551365.1208716]
[266.41179354878665, 272551362.87464875, 272551362.87464875]
[266.41179354878665, 272551362.87464875, 272551362.87464875]
[266.411793548787, 272551360.6689114, 272551360.6689114]
[266.41179354878693, 272551362.01453686, 272551362.01453686]
[266.4117935487867, 272551364.0303252, 272551364.0303252]
[266.41179354878693, 272551362.01453686, 272551362.01453686]
[266.4117935487869, 272551363.90559757, 272551363.90559757]
[266.41179354878676, 272551362.376064, 272551362.376064]
[266.4117935487869, 272551363.90559757, 272551363.90559757]
[266.4117935487868, 272551359.86083275, 272551359.86083275]
[266.3908601921333, 272551371.2663355, 272551371.2663355]
[279.71040320173995, 274890916.78479916, 274890916.78479916]
[253.07131718252663, 278945659.4482533, 278945659.4482533]
[273.05063169693665, 273273773.46874887, 273273773.46874887]
[259.73108868732993, 273756128.99266315, 273756128.99266315]
[269.720745944535, 272752705.46384203, 272752705.46384203]
[263.0609744397316, 272816677.15411663, 272816677.15411663]
[268.05580306833417, 272604080.1406042, 272604080.1406042]
[264.7259173159324, 272614389.5166154, 272614389.5166154]
[267.2233316302337, 272564576.3710518, 272564576.3710518]
[265.5583887540329, 272567044.01824397, 272567044.01824397]
[266.8070959111835, 272554535.953046, 272554535.953046]
[265.97462447308305, 272555428.23755544, 272555428.23755544]
[266.5989780516584, 272552072.55756855, 272552072.55756855]
[266.1827423326082, 272552474.2291883, 272552474.2291883]
[266.4949191218958, 272551499.16911554, 272551499.16911554]
[266.2868012623708, 272551697.0944474, 272551697.0944474]
[266.4428896570146, 272551383.1654508, 272551383.1654508]
[266.338830727252, 272551478.0604477, 272551478.0604477]
[266.4168749245739, 272551362.81131744, 272551362.81131744]
[266.4428896570145, 272551381.7383992, 272551381.7383992]
[266.40386755835357, 272551364.7741249, 272551364.7741249]
[266.42988229079424, 272551366.3665256, 272551366.3665256]
[266.41037124146374, 272551363.38692296, 272551363.38692296]
[266.42337860768407, 272551365.3235743, 272551365.3235743]
[266.4136230830188, 272551364.1435555, 272551364.1435555]
[266.4136230830188, 272551364.1435555, 272551364.1435555]
[266.420126766129, 272551366.20018554, 272551366.20018554]
[266.41524900379636, 272551362.1195369, 272551362.1195369]
[266.4136230830188, 272551364.1435555, 272551364.1435555]
[266.41606196418513, 272551362.9029747, 272551362.9029747]
[266.41606196418513, 272551362.9029747, 272551362.9029747]
[266.4144360434076, 272551361.99476016, 272551361.99476016]
[266.4136230830188, 272551364.1435555, 272551364.1435555]
[266.4136230830188, 272551364.1435555, 272551364.1435555]
[266.414842523602, 272551363.43859065, 272551363.43859065]
[266.414842523602, 272551363.43859065, 272551363.43859065]
[266.4140295632132, 272551363.1825617, 272551363.1825617]
[266.41423280331037, 272551362.2916845, 272551362.2916845]
[266.4146392835048, 272551361.7111788, 272551361.7111788]
[266.41484252360203, 272551361.70658386, 272551361.70658386]
[266.4152490037965, 272551361.01359886, 272551361.01359886]
[266.4156554839909, 272551362.13314885, 272551362.13314885]
[266.4156554839909, 272551362.13314885, 272551362.13314885]
[266.41504576369925, 272551361.6725519, 272551361.6725519]
[266.4154522438937, 272551362.7848787, 272551362.7848787]
[266.41514738374786, 272551360.76925516, 272551360.76925516]
[266.41504576369925, 272551361.6725519, 272551361.6725519]
[266.4151981937722, 272551361.2675709, 272551361.2675709]
[266.4151981937722, 272551361.2675709, 272551361.2675709]
[266.41509657372353, 272551362.5368208, 272551362.5368208]
[266.41517278876006, 272551361.9269327, 272551361.9269327]
[266.41517278876006, 272551361.9269327, 272551361.9269327]
[266.41512197873567, 272551362.1432963, 272551362.1432963]
[266.415160086254, 272551363.5938029, 272551363.5938029]
[266.415160086254, 272551363.5938029, 272551363.5938029]
[266.41513468124174, 272551361.2980395, 272551361.2980395]
[266.41514103249483, 272551361.2143936, 272551361.2143936]
[266.4151537350009, 272551363.03826356, 272551363.03826356]
[266.4151442081213, 272551364.17964464, 272551364.17964464]
[266.4151442081213, 272551364.17964464, 272551364.17964464]
[266.4151505593744, 272551364.33351225, 272551364.33351225]
[266.41514579593456, 272551362.8122095, 272551362.8122095]
[266.41514897156117, 272551361.28973246, 272551361.28973246]
[266.41514817765454, 272551362.59533453, 272551362.59533453]
[266.41514658984124, 272551360.3543305, 272551360.3543305]
[266.4151457959346, 272551363.5474693, 272551363.5474693]
[266.4151469867945, 272551362.0120736, 272551362.0120736]
[266.4151469867945, 272551362.0120736, 272551362.0120736]
[266.41514619288796, 272551363.06591463, 272551363.06591463]
[266.4151467883179, 272551362.5292761, 272551362.5292761]
[266.4151467883179, 272551362.5292761, 272551362.5292761]
[266.4151463913646, 272551364.17653316, 272551364.17653316]
[266.41514668907956, 272551363.75930977, 272551363.75930977]
[266.41514668907956, 272551363.75930977, 272551363.75930977]
[266.4151464906029, 272551362.3949538, 272551362.3949538]
[266.41514654022205, 272551366.246219, 272551366.246219]
[266.41514663946043, 272551361.666036, 272551361.666036]
[266.41514654022205, 272551366.246219, 272551366.246219]
[266.41514661465084, 272551362.6470452, 272551362.6470452]
[266.41514661465084, 272551362.6470452, 272551362.6470452]
[266.41514656503165, 272551361.6873522, 272551361.6873522]
[266.4151465774364, 272551361.9296893, 272551361.9296893]
[266.41514660224607, 272551362.7606974, 272551362.7606974]
[266.4151465774364, 272551361.9296893, 272551361.9296893]
[266.41514658363883, 272551362.9736155, 272551362.9736155]
[266.41514659604366, 272551362.5112925, 272551362.5112925]
[266.41514658363883, 272551362.9736155, 272551362.9736155]
[266.41514659294245, 272551364.5701061, 272551364.5701061]
[266.41514659294245, 272551364.5701061, 272551364.5701061]
[266.41514658674004, 272551362.77967274, 272551362.77967274]
[266.41514658829067, 272551362.0258705, 272551362.0258705]
[266.4151465913918, 272551363.3713151, 272551363.3713151]
[266.41514658906596, 272551364.1452317, 272551364.1452317]
[266.41514658906596, 272551364.1452317, 272551364.1452317]
[266.41514659061653, 272551361.0167775, 272551361.0167775]
[266.4151465902289, 272551363.04923654, 272551363.04923654]
[266.41514658945357, 272551361.53152645, 272551361.53152645]
[266.4151465902289, 272551363.04923654, 272551363.04923654]
[266.4151465896474, 272551361.61185324, 272551361.61185324]
[266.4151465896474, 272551361.61185324, 272551361.61185324]
[266.4151465900351, 272551361.880961, 272551361.880961]
[266.4151465897443, 272551364.12922555, 272551364.12922555]
[266.4151465897443, 272551364.12922555, 272551364.12922555]
[266.41514658993816, 272551364.40393746, 272551364.40393746]
[266.4151465897928, 272551362.10977453, 272551362.10977453]
[266.4151465898897, 272551362.8612777, 272551362.8612777]
[266.415146589817, 272551361.70084035, 272551361.70084035]
[266.41514658986546, 272551365.25744534, 272551365.25744534]
[266.41514658982913, 272551361.8213936, 272551361.8213936]
[266.41514658982913, 272551361.8213936, 272551361.8213936]
[266.41514658985335, 272551361.1309384, 272551361.1309384]
[266.41514658984727, 272551364.0058647, 272551364.0058647]
[266.4151465898352, 272551360.78934324, 272551360.78934324]
[266.41514658984727, 272551364.0058647, 272551364.0058647]
[266.41514658983823, 272551361.7307354, 272551361.7307354]
[266.41514658983823, 272551361.7307354, 272551361.7307354]
[266.41514658984426, 272551361.9170418, 272551361.9170418]
[266.41514658983976, 272551363.07324976, 272551363.07324976]
[266.41514658983976, 272551363.07324976, 272551363.07324976]
[266.4151465898427, 272551363.01019055, 272551363.01019055]
[266.415146589842, 272551359.511033, 272551359.511033]
[266.4151465898427, 272551363.01019055, 272551363.01019055]
[266.4151465898416, 272551362.2481698, 272551362.2481698]
[266.4151465898416, 272551362.2481698, 272551362.2481698]
[266.4151465898424, 272551364.10964, 272551364.10964]
[266.4151465898418, 272551361.6454392, 272551361.6454392]
[266.41514658984215, 272551361.4297464, 272551361.4297464]
[266.4151465898421, 272551362.1122099, 272551362.1122099]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.4151465898419, 272551360.4195909, 272551360.4195909]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
[266.41514658984204, 272551360.1998274, 272551360.1998274]
